age,foundation_type,roof_type,position,label,loc_id,num_floors,area,height,num_families,ownership_type,configuration,surface_condition
0,r,n,s,1,17,1,6,3,1,v,d,t
20,r,q,s,1,21,2,10,7,1,v,d,n
20,r,q,s,1,17,1,8,4,1,v,d,t
15,u,x,s,0,3,1,6,3,1,v,d,t
0,r,n,s,0,26,2,8,8,0,v,d,t
5,r,n,s,1,7,2,3,4,1,v,d,t
5,r,q,s,1,10,2,3,5,1,v,d,t
10,r,n,s,1,7,2,5,5,1,v,d,t
40,r,n,s,1,21,3,6,6,1,v,d,t
30,r,n,j,1,3,5,6,10,2,v,d,t
5,w,q,s,0,20,2,13,5,1,a,u,t
0,i,x,t,0,8,5,42,15,0,v,o,t
40,r,x,j,0,26,2,11,6,1,v,c,t
15,r,n,s,1,21,3,7,7,1,v,d,t
15,r,n,s,1,27,2,8,7,1,v,d,t
20,r,n,s,1,13,2,4,4,1,v,d,t
85,u,n,s,1,21,2,6,4,1,v,d,t
30,u,x,s,0,26,2,18,7,1,v,d,t
35,r,n,s,1,11,3,23,9,1,v,d,t
15,r,n,s,1,6,2,8,5,1,v,d,t
50,r,q,s,1,21,2,11,5,1,v,d,t
5,w,n,s,0,26,2,8,5,1,a,d,t
0,u,n,s,0,26,1,12,4,1,v,d,t
5,r,n,s,1,17,2,10,5,1,v,d,t
35,r,q,s,1,8,3,5,5,1,v,d,t
40,r,n,s,1,10,3,6,7,1,v,d,t
15,r,n,s,1,17,1,20,3,1,v,d,t
10,r,n,s,0,5,2,6,4,1,v,d,t
35,r,n,s,1,9,2,5,5,1,v,d,t
20,i,x,t,0,6,3,13,10,1,v,d,t
25,r,q,s,1,4,2,7,6,1,v,d,n
15,r,n,s,0,19,1,5,3,1,v,d,n
20,r,q,s,1,21,3,7,6,2,v,d,t
10,r,q,s,1,21,3,5,7,0,v,d,t
0,u,n,s,1,8,2,13,4,1,v,d,t
20,r,n,s,1,8,3,4,8,1,v,d,t
20,r,n,s,0,13,2,9,4,1,v,d,n
15,r,n,s,1,7,2,5,6,1,v,d,n
10,r,n,s,1,8,2,3,6,1,v,q,t
995,r,n,t,1,17,2,11,5,0,w,q,t
10,r,n,s,1,10,2,6,6,1,v,d,t
40,r,q,t,1,3,2,7,8,2,v,d,t
15,r,n,s,1,3,1,8,3,1,v,d,o
0,w,q,s,0,20,2,4,4,1,v,d,t
30,r,n,s,1,6,2,12,4,1,v,d,t
10,r,q,s,0,20,2,6,6,1,v,d,t
20,r,n,s,1,0,2,7,6,1,v,d,n
10,r,q,s,1,17,3,6,6,1,v,d,t
5,i,x,s,0,25,1,12,3,1,v,d,t
30,r,n,t,1,3,3,9,6,1,v,d,t
15,r,n,s,1,3,3,10,7,1,v,d,n
5,r,n,t,1,10,2,2,5,1,v,d,t
20,r,q,t,1,17,2,7,4,1,v,d,t
20,r,n,s,1,10,1,6,3,1,v,d,t
25,r,n,s,1,17,2,9,3,1,v,d,t
0,r,n,t,1,18,2,13,5,1,v,d,t
30,r,n,s,0,4,2,5,6,1,v,d,t
25,u,n,s,0,25,1,8,4,1,v,d,t
30,r,q,t,1,7,2,7,5,1,v,d,t
50,r,n,s,1,21,2,7,4,1,v,d,t
45,r,n,s,1,8,2,6,6,0,v,d,t
50,r,q,t,1,17,3,8,7,2,v,d,t
35,r,q,t,1,10,2,3,4,0,v,d,n
15,r,n,s,0,24,3,4,7,0,v,d,t
10,w,q,s,1,20,2,8,5,1,a,d,n
0,i,x,s,0,11,1,14,3,1,v,d,t
35,r,n,s,1,7,1,5,3,1,v,d,t
0,r,n,s,1,7,2,8,4,1,v,d,t
15,r,n,s,1,6,3,5,7,1,v,d,t
30,r,n,s,1,17,3,5,6,1,v,d,n
35,r,n,s,1,8,1,9,5,1,v,d,t
25,r,n,s,1,21,3,5,6,1,v,d,t
25,r,n,t,1,17,3,5,7,1,v,d,t
30,r,n,j,1,6,4,11,8,1,v,q,t
60,r,n,s,1,17,2,6,5,1,v,d,t
20,r,q,s,1,10,2,10,6,1,v,d,t
5,r,n,s,1,17,2,9,5,1,v,d,t
0,r,n,s,1,21,2,4,5,1,v,d,t
40,r,n,s,1,12,2,10,5,1,v,d,t
25,r,n,s,1,23,2,4,6,1,v,d,t
30,r,n,s,1,11,2,9,5,2,w,d,t
40,r,n,s,1,8,3,6,6,1,v,d,t
45,r,n,t,1,8,2,5,5,3,v,d,n
0,w,q,s,0,20,1,8,3,1,v,d,t
5,i,x,s,0,10,2,19,6,1,v,d,n
30,r,q,s,1,17,3,13,7,1,v,d,t
5,w,n,s,0,20,1,5,4,1,v,q,n
35,r,n,s,1,8,2,4,7,1,v,d,t
25,r,n,s,1,20,2,9,5,0,v,d,t
15,r,n,s,1,21,2,5,4,1,v,d,t
10,r,n,s,1,7,2,11,5,1,v,d,t
0,i,n,s,0,26,1,13,4,1,v,d,o
20,r,n,t,1,17,2,7,4,1,v,q,t
40,r,q,s,1,17,3,6,7,2,v,d,n
10,r,n,s,1,18,2,11,5,1,v,d,t
5,r,n,s,1,6,2,6,5,1,v,d,t
55,r,q,t,1,7,1,9,3,1,v,d,t
0,r,n,s,1,11,2,6,6,1,a,d,n
25,r,n,j,1,7,2,7,5,1,v,d,n
5,r,n,s,1,8,2,6,6,1,v,d,o
5,w,q,s,0,20,1,9,4,0,v,d,t
15,r,n,t,1,3,2,4,5,1,v,d,t
40,r,n,s,1,17,2,8,6,1,v,q,t
20,r,n,t,1,7,1,2,4,1,v,d,n
10,r,n,s,1,17,2,7,5,1,v,d,t
25,r,n,s,1,3,2,10,6,1,v,d,t
5,r,n,s,1,6,2,8,6,1,v,d,t
50,r,n,s,1,7,2,4,5,1,v,d,t
20,r,q,s,1,10,2,5,6,1,v,d,n
15,r,n,s,1,17,2,4,5,1,v,d,t
10,r,q,s,1,21,3,9,5,1,v,d,t
25,r,q,s,1,21,3,6,7,1,v,d,t
0,i,x,t,0,8,2,24,7,0,v,d,n
50,r,n,s,1,8,2,7,4,1,v,d,t
15,i,x,s,0,9,1,12,3,1,v,d,t
20,r,n,s,1,27,2,9,6,1,v,d,t
15,r,n,s,0,20,2,5,7,1,v,d,t
5,r,n,s,1,4,2,6,5,1,v,d,t
10,u,n,s,0,26,2,7,4,1,v,d,t
30,r,n,t,1,27,3,7,7,1,w,d,n
65,r,n,s,1,17,2,6,6,1,v,d,t
0,r,n,t,1,8,2,8,5,1,v,d,t
80,r,n,t,1,7,2,2,5,1,v,d,t
15,r,q,t,1,17,2,7,5,1,v,d,n
10,r,n,j,1,21,3,7,5,1,w,d,t
20,r,n,s,1,10,2,9,5,1,v,d,t
0,i,x,s,0,26,1,16,3,1,v,d,t
5,r,n,s,0,13,2,20,5,1,v,d,t
45,r,n,s,0,20,2,4,3,1,v,d,t
25,r,q,s,1,25,2,4,5,1,v,d,t
20,r,q,s,1,21,3,5,7,1,v,d,t
15,r,n,t,1,10,2,7,6,1,v,d,t
10,r,n,s,0,7,2,3,4,1,v,d,t
15,r,n,t,1,8,2,2,4,1,v,d,o
25,r,n,s,0,25,2,10,6,1,v,d,n
5,r,n,s,1,10,2,2,4,1,v,d,t
10,r,n,t,1,8,2,3,5,1,v,d,t
30,r,q,t,1,3,2,5,5,1,v,d,n
15,u,n,s,1,21,2,9,5,1,v,d,t
30,r,n,t,1,17,2,5,5,1,v,d,t
5,r,q,s,1,21,2,6,5,1,v,d,t
25,r,n,s,1,17,2,8,5,1,v,d,n
5,r,n,s,1,6,2,7,6,1,v,d,t
85,r,n,s,1,21,1,6,2,1,v,d,t
15,r,n,s,1,17,2,6,4,1,w,d,n
20,r,n,s,1,6,3,9,7,1,v,d,t
50,r,n,s,1,17,3,6,6,1,v,d,t
50,r,n,s,1,6,2,4,6,0,v,d,t
15,r,n,s,1,30,2,7,5,1,v,d,t
15,r,n,s,0,6,2,9,6,0,v,d,t
30,r,n,s,1,7,1,3,3,1,v,d,t
5,r,q,s,1,4,2,3,5,1,v,d,t
30,r,q,t,1,7,1,2,3,1,v,d,t
25,r,n,s,1,8,2,5,4,1,v,d,t
25,u,n,s,0,22,2,7,5,0,v,d,n
20,r,n,s,1,7,2,8,6,1,v,d,t
0,w,q,t,0,20,1,4,2,1,v,d,t
0,u,n,s,0,7,1,6,3,0,v,d,t
0,r,n,s,0,26,2,9,5,1,v,d,t
30,r,n,t,1,18,1,10,2,1,v,d,t
0,r,n,s,0,6,1,8,3,0,v,d,t
15,r,n,s,1,7,1,8,4,1,v,d,n
5,r,n,s,1,7,2,6,5,1,v,d,t
40,r,n,s,1,6,3,7,7,1,v,d,t
15,r,n,s,1,21,3,7,5,1,v,d,n
25,r,q,t,1,22,2,8,5,1,v,d,t
25,r,n,s,1,27,3,5,7,1,v,d,t
15,r,n,s,0,13,2,6,4,1,v,d,n
0,i,x,s,0,22,2,17,5,0,v,d,t
20,r,n,s,1,3,2,8,6,1,v,d,t
5,r,n,t,1,18,1,6,4,1,v,d,t
15,r,q,s,1,10,2,16,6,1,v,d,t
15,r,n,s,1,10,2,6,5,1,v,d,t
25,r,n,s,1,8,1,8,3,3,v,d,t
40,r,q,s,1,17,3,8,8,1,v,d,o
0,r,n,s,0,5,2,6,5,1,v,d,t
10,r,n,s,1,10,2,8,6,1,v,q,o
5,r,n,s,1,10,2,5,4,1,v,d,n
20,r,n,s,1,12,2,7,4,1,v,d,t
75,r,n,t,1,4,2,7,5,1,v,d,t
20,r,n,s,1,10,2,5,6,1,v,d,t
15,r,n,s,1,21,2,7,5,1,v,d,t
15,r,n,s,1,7,2,10,5,1,a,d,t
10,r,n,s,0,13,1,6,2,1,v,d,n
5,r,q,s,1,13,2,6,5,1,v,d,t
20,r,n,t,1,17,3,7,7,1,v,d,t
10,r,n,t,1,21,2,7,5,1,v,d,t
65,r,n,o,1,11,4,2,10,1,v,d,t
10,r,n,s,1,7,2,5,5,1,v,d,n
10,r,n,s,1,17,2,5,5,0,v,d,t
0,i,x,t,0,20,3,18,10,1,v,d,t
35,r,n,s,1,7,3,19,10,1,v,d,t
15,r,n,s,1,15,2,6,4,1,v,d,t
5,r,n,s,1,21,2,8,4,1,v,d,t
15,r,n,s,0,13,2,6,3,1,v,d,t
15,r,n,t,0,6,2,9,6,1,v,d,t
15,r,n,s,1,10,2,4,5,1,v,d,o
30,r,n,s,1,11,1,9,3,1,v,d,n
65,r,n,s,1,6,2,6,7,1,v,d,t
25,r,x,s,0,27,3,17,9,0,v,q,t
20,r,q,s,1,17,3,5,6,1,v,d,o
5,r,n,s,1,17,3,5,8,1,v,d,t
25,r,n,s,1,8,2,10,5,1,v,d,t
5,r,n,s,1,21,2,6,4,1,v,d,n
5,r,q,t,1,21,2,8,4,1,v,d,t
0,r,n,t,0,4,3,5,6,1,v,d,t
5,i,x,s,0,6,4,33,13,1,v,d,t
0,r,n,s,1,12,2,4,4,1,v,d,t
0,u,n,t,0,7,1,3,3,1,v,d,t
5,r,n,s,1,11,2,6,5,1,v,d,t
50,r,n,s,1,26,2,14,5,1,v,d,t
25,r,n,t,1,17,2,4,7,1,v,d,t
40,r,q,s,1,21,3,6,7,1,v,d,t
45,r,q,s,0,6,2,8,6,1,v,d,o
35,r,n,s,1,21,3,6,5,4,v,d,t
20,r,n,s,1,6,2,8,5,1,v,d,t
10,r,n,t,1,8,2,7,5,1,v,d,t
15,r,q,s,1,6,2,8,7,1,v,d,n
60,r,n,s,1,21,2,6,5,1,v,d,t
35,r,n,s,1,4,2,7,5,0,v,d,t
15,w,n,s,0,20,2,10,6,1,v,d,n
30,r,q,s,1,21,3,5,7,1,v,d,t
15,r,n,s,1,17,2,2,4,1,v,d,o
10,u,x,s,0,11,1,19,3,0,v,d,t
60,r,n,s,1,11,3,9,7,1,v,d,t
25,r,n,s,1,10,2,14,5,1,v,d,t
10,r,n,t,1,6,2,8,5,1,v,d,t
0,r,q,t,1,17,3,6,7,1,v,d,n
40,r,q,s,1,21,3,9,6,2,v,d,t
20,r,n,t,1,3,2,3,7,1,r,d,t
30,r,q,s,1,8,2,7,5,1,v,d,t
55,r,n,s,1,21,2,6,5,1,v,d,t
10,r,n,s,1,21,3,4,6,1,v,d,t
15,r,q,s,1,7,2,7,5,1,v,d,t
20,u,x,s,1,27,3,14,8,1,v,d,t
5,i,x,t,0,9,1,9,3,1,v,d,t
10,r,n,s,1,21,2,6,5,1,v,q,t
5,w,n,s,0,26,2,7,5,1,v,d,t
5,r,n,s,1,8,2,10,5,1,v,d,n
15,r,q,s,1,17,2,6,5,1,v,d,n
25,r,n,s,1,3,4,12,13,1,v,d,t
15,r,n,s,1,8,3,5,6,1,v,d,o
15,r,n,t,1,7,2,8,5,1,v,d,t
5,r,q,s,1,10,2,6,5,1,v,d,t
10,w,n,s,1,26,2,9,5,1,v,d,t
10,r,n,s,1,10,3,9,6,1,v,d,t
15,r,q,t,1,17,3,6,7,1,v,d,t
5,u,n,s,0,21,1,3,3,1,v,d,t
10,i,x,j,1,27,3,6,7,1,v,d,t
5,u,q,t,0,20,1,9,3,1,v,d,t
15,r,n,s,0,26,2,10,8,0,v,d,t
0,r,n,j,1,8,2,10,6,1,v,d,t
20,r,q,s,1,17,2,15,7,1,v,d,t
20,r,n,s,1,4,2,10,6,0,v,d,o
5,i,n,t,0,6,4,10,12,1,v,c,t
15,r,n,s,1,10,2,9,5,1,v,d,t
20,r,n,s,1,8,3,4,8,1,v,d,t
5,r,n,t,1,21,3,6,7,1,v,d,t
30,r,n,s,1,4,2,4,5,1,v,d,t
60,r,q,s,1,17,3,12,7,1,v,d,t
0,r,n,s,1,21,2,8,5,2,v,d,t
10,r,n,j,1,16,2,15,6,0,v,d,t
20,r,q,s,1,7,1,3,2,1,v,d,t
40,r,n,s,1,10,4,9,9,1,v,d,t
10,i,x,s,0,6,4,31,12,1,v,d,t
50,r,n,s,1,17,1,5,3,1,v,d,t
25,r,n,s,1,21,2,2,5,1,v,d,t
20,r,q,s,1,8,2,6,5,1,w,d,t
60,i,x,t,0,6,2,13,7,1,v,d,t
20,r,n,s,0,16,1,3,3,1,v,d,t
5,w,q,s,0,20,2,11,6,0,v,q,t
5,r,n,t,1,17,2,6,4,1,v,d,n
45,r,n,s,1,17,2,9,6,1,v,d,n
10,r,q,s,1,21,3,19,9,1,v,d,t
15,r,n,s,1,10,2,6,6,1,v,d,t
20,r,n,s,1,24,2,7,5,0,v,d,n
15,r,q,s,1,7,1,3,5,1,v,d,t
10,r,n,s,1,11,3,18,7,1,v,d,t
100,r,q,s,1,27,2,10,6,1,v,d,n
20,r,q,s,1,21,3,6,5,1,v,d,t
100,r,n,t,1,27,2,7,5,1,v,d,t
55,r,n,s,1,27,2,3,6,1,v,d,t
15,r,n,s,1,10,2,9,5,1,v,d,t
15,r,q,s,1,17,2,12,7,1,v,d,t
20,r,n,t,1,6,3,7,6,1,v,d,t
0,i,x,t,0,14,2,16,6,0,v,d,t
60,r,n,t,1,27,2,6,4,1,v,d,t
10,r,q,s,0,26,2,5,6,1,v,d,t
20,r,n,t,1,8,2,8,6,1,v,d,t
15,r,n,t,1,8,3,5,6,1,v,d,t
35,r,n,t,1,10,2,5,5,1,v,d,t
15,r,q,s,0,13,3,6,5,1,v,d,t
20,r,q,s,1,20,2,13,6,1,v,d,t
0,r,n,t,1,8,2,3,6,1,v,d,t
10,r,n,s,1,9,1,3,3,1,v,d,t
20,r,n,s,1,8,1,5,5,1,v,d,t
25,r,n,s,1,21,3,9,7,1,v,d,t
10,r,n,s,1,8,3,8,9,1,v,d,t
5,r,n,s,1,7,2,8,4,1,v,d,t
20,r,n,s,1,17,3,7,6,1,v,d,t
90,r,n,s,1,27,2,6,5,1,v,d,t
5,u,q,j,0,20,2,8,7,0,v,d,t
40,r,n,t,1,27,2,23,5,1,v,d,o
20,r,n,s,1,8,2,3,5,1,v,d,t
80,r,n,s,1,15,2,10,4,1,v,d,t
40,r,n,s,0,5,3,7,8,1,v,d,t
20,r,n,s,1,6,2,8,5,1,w,d,t
150,r,n,s,1,10,2,3,4,1,v,d,t
30,r,q,s,1,21,3,6,6,1,v,d,t
20,r,n,o,1,10,2,4,5,1,v,d,t
0,r,q,s,0,13,2,31,5,0,v,d,o
0,r,q,s,1,21,2,5,5,1,v,d,n
5,w,n,s,0,26,2,5,6,1,v,d,t
10,u,n,s,0,26,2,9,5,1,v,d,t
10,r,n,s,1,6,1,6,3,1,v,d,t
15,r,n,s,1,7,2,5,4,1,v,d,t
15,r,q,s,1,4,3,5,6,1,v,d,t
5,i,x,s,0,26,1,19,3,1,v,d,t
5,r,n,s,1,6,1,10,3,0,v,d,t
35,r,n,t,1,8,2,5,6,1,v,d,t
0,r,q,s,1,21,3,5,6,1,v,d,t
20,r,n,t,1,27,3,6,7,1,v,d,t
25,r,n,t,1,10,2,9,4,1,v,d,t
0,r,q,s,0,4,2,6,5,1,v,d,t
35,r,q,s,1,8,3,8,6,1,v,d,t
35,r,n,s,1,8,1,7,2,0,v,d,t
30,r,q,s,1,17,2,5,3,1,v,d,n
45,r,q,s,1,27,3,10,8,1,v,u,t
10,r,n,s,0,20,1,5,2,0,v,d,n
30,r,q,s,1,3,2,8,7,1,v,d,t
10,r,n,s,0,13,2,4,4,1,v,d,t
20,w,n,s,1,20,2,4,5,0,v,d,n
20,r,q,t,1,10,2,8,5,1,v,d,n
40,r,n,s,1,12,3,7,8,1,v,d,t
15,r,n,s,1,17,3,7,7,3,v,d,n
50,r,n,t,1,10,2,4,4,1,v,d,t
80,r,n,t,1,27,3,23,8,1,v,d,t
20,r,q,s,1,21,3,10,6,1,v,d,t
30,r,q,j,1,21,3,4,8,1,v,d,t
0,i,x,t,0,10,3,13,12,1,v,d,t
30,r,n,s,1,17,2,7,5,1,v,d,t
30,r,q,s,1,7,2,5,7,1,v,d,t
10,r,n,t,1,8,2,4,5,1,v,d,t
35,r,q,t,1,3,3,11,7,1,v,d,t
15,w,n,s,0,20,1,3,4,1,v,d,t
25,r,n,s,1,26,2,11,6,0,v,d,t
10,r,n,s,1,10,1,6,3,1,v,d,t
60,r,n,s,1,7,2,11,7,1,v,d,t
0,i,x,t,0,6,2,10,6,1,v,d,t
5,r,q,s,1,10,2,6,5,1,v,d,t
35,r,n,t,1,27,3,7,8,1,v,u,n
10,i,x,s,0,27,4,20,10,0,v,d,t
10,r,n,s,1,27,2,11,6,1,v,d,o
20,r,q,s,1,21,3,8,7,1,v,d,t
25,r,n,s,1,17,3,7,7,1,v,d,n
10,r,n,s,0,26,2,6,7,1,v,d,t
10,r,n,s,1,27,2,5,5,1,v,d,t
20,w,n,j,1,25,2,5,6,1,v,d,t
35,r,q,s,1,21,3,6,6,1,v,d,t
40,r,q,t,1,8,3,11,8,1,v,d,t
30,r,q,t,1,10,3,7,5,1,v,d,n
60,r,n,s,1,21,2,7,5,6,v,d,t
10,r,n,s,1,7,2,6,6,1,v,d,n
45,r,q,s,1,17,3,9,7,1,v,d,t
15,r,n,s,1,4,2,8,6,1,v,d,t
10,r,n,s,1,21,2,7,4,1,v,d,t
0,w,q,s,0,26,1,5,5,1,v,d,t
10,r,q,s,1,10,1,4,3,1,v,d,t
70,r,q,t,1,11,3,3,6,1,r,d,t
35,r,q,t,1,10,2,7,5,1,v,d,t
30,r,q,s,1,4,3,9,6,1,v,d,t
30,r,q,s,1,17,3,7,6,0,v,d,t
15,r,n,s,0,26,2,6,4,1,v,d,o
10,w,q,t,0,26,1,7,6,1,v,d,t
0,r,q,t,1,17,2,7,4,1,v,d,t
25,r,q,s,1,7,2,6,5,1,v,d,t
20,r,n,s,0,5,2,9,5,1,v,d,n
0,r,n,s,0,26,1,15,7,1,v,d,n
100,r,n,j,1,27,2,13,5,1,v,d,t
50,r,n,t,1,3,2,11,5,1,v,d,t
65,r,q,s,1,21,3,7,5,1,v,d,t
15,r,n,s,1,12,2,3,5,1,v,d,t
40,r,n,s,1,6,3,8,7,1,v,d,t
0,r,n,s,1,27,2,7,7,1,v,d,t
20,r,n,s,1,10,3,4,7,1,v,d,t
25,r,n,s,0,15,1,10,3,1,v,d,t
5,w,q,s,1,20,2,5,6,1,a,d,t
0,r,n,s,1,12,1,3,3,1,v,d,t
20,r,n,s,1,21,2,6,4,0,v,d,t
15,r,n,s,1,25,2,3,6,1,v,d,t
10,r,n,s,1,6,1,7,3,1,v,d,t
25,r,n,s,1,6,2,5,7,1,v,d,t
55,r,n,s,1,6,2,4,6,1,v,d,t
20,r,q,s,1,7,2,7,4,1,v,d,t
50,r,q,s,1,27,3,10,5,1,v,d,t
15,r,q,s,1,21,3,8,9,1,v,d,t
10,i,x,j,0,6,3,14,8,1,v,d,t
70,r,q,s,0,15,2,6,4,1,v,d,n
50,r,n,s,1,6,2,6,5,1,v,d,n
10,r,n,s,1,7,2,5,6,1,v,d,t
10,r,n,t,1,6,2,4,5,1,v,d,t
15,r,q,s,1,6,2,6,5,1,v,d,t
10,w,q,s,1,20,2,7,4,1,v,d,t
80,r,n,s,1,11,2,23,5,1,v,d,n
0,r,q,s,1,7,2,9,6,1,v,d,t
5,r,n,s,1,17,3,8,6,1,v,d,t
25,r,q,s,1,17,3,8,6,1,v,d,t
0,r,n,s,1,21,2,3,6,2,v,d,t
0,u,x,t,0,10,4,10,13,2,v,d,n
10,r,q,s,1,13,2,5,5,0,v,d,t
40,r,q,t,1,21,2,13,4,5,v,d,o
20,r,n,s,1,25,2,7,5,1,v,d,t
35,r,q,s,1,30,2,9,5,1,v,d,t
15,w,n,s,0,26,2,9,4,1,v,d,t
35,r,q,t,1,8,3,6,7,1,v,d,t
10,r,n,s,0,26,1,6,3,1,v,d,t
25,r,n,s,1,10,1,7,3,1,v,d,t
25,r,q,t,1,17,3,13,8,1,v,d,t
95,r,n,j,1,27,3,12,7,1,v,d,t
10,r,x,s,1,11,1,17,3,1,v,d,t
20,r,n,s,1,27,2,17,5,1,v,d,t
10,i,n,j,0,5,2,9,7,1,v,d,t
50,r,n,t,1,27,2,15,5,1,v,d,t
40,r,n,s,1,11,2,13,7,1,v,d,n
995,r,q,s,1,17,2,6,4,1,v,d,t
25,w,n,s,0,26,1,4,3,1,v,d,t
0,w,n,s,0,26,2,6,6,1,v,d,t
50,r,n,s,1,17,2,6,4,1,v,d,t
5,r,n,s,1,10,2,6,4,0,v,d,t
25,r,q,s,1,7,2,5,5,1,v,d,t
15,w,q,s,0,20,2,7,6,1,v,d,t
55,r,q,s,1,17,3,6,7,1,v,d,t
20,r,q,s,1,21,3,5,5,3,v,d,t
20,r,q,s,1,10,1,5,3,1,v,d,n
10,r,n,t,1,21,2,5,4,1,v,d,t
0,r,n,s,0,26,1,4,3,1,v,d,t
10,r,q,s,1,17,3,7,7,1,v,d,t
5,w,q,s,0,20,2,8,5,1,v,d,t
10,r,n,s,1,17,3,9,5,1,v,d,t
30,r,n,s,1,21,2,6,5,1,v,d,n
50,r,n,s,1,17,3,8,6,1,v,d,n
30,r,n,s,1,4,3,4,8,1,v,d,n
10,r,q,s,1,21,3,5,5,1,v,d,t
60,r,q,s,1,7,2,11,6,1,v,d,t
15,r,n,s,1,17,2,4,4,1,v,d,o
25,r,n,s,1,20,2,8,8,1,v,d,t
25,u,q,s,1,10,1,10,3,1,v,d,t
5,i,x,s,0,10,2,15,7,1,v,d,t
10,r,n,s,1,10,2,10,4,1,v,d,t
25,r,n,s,1,17,1,10,3,1,v,d,t
30,r,n,s,1,21,2,8,5,1,v,d,t
0,i,x,s,0,7,1,19,3,1,v,d,t
15,r,n,t,0,13,2,8,5,1,v,d,t
20,r,q,s,1,7,2,11,4,1,v,d,t
30,r,n,t,1,10,3,6,8,1,v,d,t
30,r,n,s,1,10,2,4,4,1,v,d,t
10,i,x,s,0,7,3,17,9,1,v,d,n
20,r,q,j,1,10,1,7,3,1,v,d,t
995,r,n,s,1,8,2,8,7,1,v,d,t
5,r,n,t,1,6,1,5,5,0,v,d,n
20,r,q,t,1,17,3,6,6,1,v,d,t
10,r,n,s,1,10,3,6,7,1,v,d,t
25,r,n,s,0,13,2,6,4,1,v,d,t
50,r,n,t,1,27,4,14,10,1,v,d,t
0,u,x,s,0,10,1,10,3,1,v,d,t
20,r,n,s,1,27,3,6,7,0,v,d,t
60,r,n,s,0,13,1,4,4,1,v,d,t
15,r,q,s,1,6,2,9,6,1,v,d,t
10,i,x,s,0,11,4,16,12,0,v,d,t
30,w,n,s,0,26,2,9,6,1,v,d,t
30,r,n,s,1,6,2,7,5,1,v,d,t
30,r,n,s,1,10,2,6,5,1,v,d,t
45,r,q,s,1,21,3,7,9,2,v,d,t
5,r,n,s,1,8,2,7,5,1,v,d,t
5,r,n,s,1,10,2,6,5,1,v,d,t
30,r,n,s,1,8,2,7,5,1,v,d,t
10,w,n,s,0,26,2,5,4,1,a,d,t
15,w,n,s,0,26,2,5,5,1,v,d,t
20,r,n,s,1,8,2,4,6,1,v,d,t
15,r,q,s,1,17,3,9,7,2,v,d,t
55,r,n,s,1,17,2,10,5,1,v,q,t
15,i,x,t,0,6,3,7,8,1,v,d,t
0,r,n,s,1,8,1,7,3,0,v,d,t
15,r,n,s,1,17,2,8,5,1,v,d,t
20,r,q,s,1,17,2,6,5,1,v,d,n
5,r,q,s,1,8,2,7,5,1,v,d,t
10,i,x,j,0,8,4,34,13,1,v,d,t
0,r,n,s,1,16,2,16,5,1,v,d,t
10,r,q,s,1,10,2,5,5,1,v,d,t
35,r,n,s,1,3,2,13,6,1,v,d,n
5,i,x,s,0,8,3,13,10,0,v,q,t
20,r,n,s,1,10,2,9,5,1,v,d,t
15,r,n,s,0,24,2,10,4,1,v,d,t
25,r,n,j,1,18,3,4,7,1,v,d,t
5,r,q,s,1,21,3,8,7,2,v,d,t
10,r,n,s,1,4,2,7,6,1,v,d,t
50,r,n,s,1,25,1,5,3,1,v,d,t
45,r,n,s,1,11,4,9,8,1,v,d,t
55,r,q,s,1,17,3,10,7,1,v,d,t
25,r,n,s,1,17,2,6,4,1,v,d,t
5,r,q,s,1,4,2,5,6,1,v,d,n
30,r,n,s,1,8,3,12,8,1,v,u,t
5,w,q,s,0,20,1,8,5,1,v,u,t
15,r,q,t,1,10,3,4,5,1,v,d,t
5,i,x,s,0,6,2,10,6,1,v,d,t
0,r,n,s,0,26,2,4,4,0,v,d,t
30,r,q,t,1,21,2,3,5,1,v,d,t
5,r,n,o,1,26,1,3,2,1,v,d,t
5,r,n,s,1,8,1,5,2,2,v,d,t
15,r,n,s,1,8,1,9,3,1,v,d,t
10,r,n,t,0,10,2,3,4,1,v,q,t
25,r,n,s,1,7,2,9,5,1,v,d,n
10,r,q,s,1,10,2,5,5,0,v,d,t
20,r,n,s,1,22,2,4,5,1,r,d,t
15,r,q,s,1,10,2,4,5,1,v,d,n
20,r,q,s,1,17,2,6,5,1,v,d,n
10,w,q,s,0,26,1,9,4,1,r,d,t
15,r,n,t,1,18,2,5,5,1,v,d,t
5,i,x,s,0,9,1,14,4,1,v,d,t
15,r,n,t,1,8,2,11,5,1,v,d,t
5,r,n,s,1,17,3,7,7,1,v,d,n
5,u,q,j,1,10,2,10,6,1,v,d,t
75,r,n,t,1,21,2,7,5,3,v,d,t
15,r,n,s,1,11,2,9,8,1,v,d,t
20,r,n,s,1,17,2,6,7,1,v,d,t
20,r,n,t,1,21,3,10,6,1,v,d,t
5,r,n,s,1,0,1,3,3,1,v,d,t
25,r,n,s,1,10,3,7,7,1,v,d,t
0,r,n,s,1,26,2,7,6,1,v,d,t
15,r,n,s,1,6,1,9,4,1,v,d,o
35,r,n,j,1,18,2,5,5,1,v,d,t
15,r,n,s,1,27,2,25,5,1,v,d,t
15,i,x,j,0,9,1,18,3,1,v,d,t
60,r,n,t,1,17,2,10,6,1,v,d,t
10,r,n,t,1,27,3,9,7,1,v,d,t
10,r,q,s,1,4,2,5,6,1,v,d,n
